gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11	cell_cluster_12
59	orphan-peak-10683	-0.0239904345571995	0.0562982013087727	-0.050854543659128	0.0754445321740464	-0.0131922037616967	0.00722620097192814	-0.0902779609635666	-0.0232999374055459	-0.0336496287213394	-0.104739375788448	-0.10466683030819	0.122083607768117	0.00563886358976791
60	orphan-peak-10685	-0.173594726460267	0.332037035739418	-0.138921683450619	0.183335954011221	-0.0812004246725109	-0.100653241828522	-0.100029420586559	-0.146870333502908	-0.0531311517849941	-0.152901776123699	-0.152797598037887	-0.152766984461106	-0.0974800263733727
61	orphan-peak-10688	-0.265130106804478	0.798488824918403	-0.346145410647223	0.0960204359667112	-0.246372473810192	-0.292093759128845	-0.276553308714323	-0.266664335541652	-0.160205715863321	-0.278365014522315	-0.30838511529446	-0.249672076407448	-0.227518264125193
62	orphan-peak-10692	-0.142346983935518	0.29828932796555	-0.154865437852314	0.241886624773153	-0.154055418992707	-0.0999013091797002	-0.140613993758878	-0.164119502279991	-0.0985992416660233	-0.163089665215812	-0.16297892998268	-0.0926955487801551	-0.160026125792677
63	orphan-peak-107	-0.399553349118432	-0.273705293889832	-0.593972436081571	-1.44350853390947	1.14375313038103	0.469109922432124	0.0443590135240224	0.946845724759844	0.890219556587053	2.11759653099766	-0.0647000695546169	-0.061099871086046	0.886211991516164
64	orphan-peak-10705	-0.117044968838149	-0.127202485779006	-0.144078569505604	0.589835515285693	-0.0999832493991515	-0.0888427648068474	-0.106595264191994	-0.108726331247841	-0.118962310248519	-0.129831671337982	-0.129742513828748	-0.122781135334061	-0.10085697430807
65	orphan-peak-10706	0.0119844724811974	-0.545871082908349	-0.974969501460932	1.74575961325081	-0.526086560174289	-0.681243442794199	-0.703699052722072	-0.616830488586057	-0.700447364568051	-0.764500316650064	-0.765297563099508	-0.739197271343962	-0.701551879511434
66	orphan-peak-10708	-0.297612436609536	-0.408353857373626	-0.672000211671974	1.62094757671858	-0.340638053147339	-0.413367131330638	-0.477599536757401	-0.551864108565853	-0.401709346435782	-0.58293707014132	-0.590687576534434	-0.581303010084003	-0.248115041160072
67	orphan-peak-10725	-0.0938173595593731	0.224599576964632	-0.0951781116726598	0.0868405166272254	-0.0841484131720937	-0.0480814003733366	-0.0798126813996528	-0.0941058543126513	0.0403678328120362	-0.0935011515828295	-0.0597310149026268	-0.0880442809139857	-0.0917033472173857
68	orphan-peak-10751	-0.156287832557117	-0.239332825314482	0.538013127765749	-0.173458603196665	-0.143399698602123	-0.180987921711543	-0.173873763727066	-0.162395738957944	-0.158728113386938	-0.026825568710471	0.691180887165361	0.256721867231948	-0.0972725113115825
69	orphan-peak-10759	-0.676322134879889	0.293905243443082	-1.95723256547377	2.29307054055008	-1.36183684799721	-0.320871560779603	-1.34956900901462	-1.74565553672265	-1.25556547814971	-1.78401409371055	-1.55444288791006	-1.69499064395769	-1.14563374452918
70	orphan-peak-10760	-0.262144647071023	0.0319813813431838	-0.285766287991542	0.784842130980361	-0.151396359708909	-0.100170546864118	-0.238044080666596	-0.2811083998168	-0.198546802167138	-0.243951223505189	-0.0262308684296451	-0.239136967252299	0.0551048436442953
71	orphan-peak-10763	-0.0242202159052264	-0.00674537866208921	-0.104713022344009	0.288135774637988	-0.10089149917419	0.0561060502615801	-0.102210702094524	-0.105706424373093	-0.105051269334283	-0.105029856179594	-0.104957116733963	-0.0881421647183947	-0.0691743070202325
72	orphan-peak-10782	-0.322628256255582	1.34637975396213	-0.939886211714676	0.41730661282552	-0.707091148222161	-0.860195300362902	-0.738867562878477	-0.728727613473001	-0.816100293335816	-0.841510155559598	-0.768412896831389	-0.685835656828244	-0.723741633373238
73	orphan-peak-10785	-0.0897433382164351	0.295909011064614	-0.0965856249581792	0.0296949265046858	-0.0927713320387501	-0.0955132822718278	-0.0720097243110229	-0.0948367152367069	-0.0942467498953259	-0.0848883514450619	-0.0941619679242421	-0.0368955207042519	-0.0924161407344294
74	orphan-peak-10791	-0.153289735997942	0.365125399700312	-0.143523606842389	0.00790856451498673	0.0182744146997596	-0.136242561841096	-0.128230386143432	0.132510734702428	-0.0510723525316985	-0.153701809098589	-0.0885599359462334	-0.0647210790165207	-0.150805546041552
75	orphan-peak-10809	0.111621384545941	0.0417480488548796	-0.000231705087959638	-0.0492734284340186	-0.0816322484374465	-0.0943511032541041	-0.102063032361105	-0.126554526673631	-0.125775695830315	-0.12050298770872	0.0371334204777041	0.0388596891136486	-0.123358404543084
76	orphan-peak-10831	-0.124358532560193	0.0940792947787267	0.106765898004806	0.0181518283219146	-0.0235212145421497	-0.172544155219572	-0.105371499862815	-0.0549853254471096	0.124611652890863	-0.13804057101208	-0.100207448260071	0.23733910086632	-0.0907798713920585
77	orphan-peak-10848	-0.0905151101743004	0.052156573123653	-0.104422843052727	0.280956520811279	-0.0703667527215275	-0.0603951174257524	-0.0817008358752335	-0.0963847306839455	-0.0263629608120015	-0.0894382821529323	-0.0510570666662318	-0.0485758134739329	0.082060441385868
78	orphan-peak-10853	-0.127658784825354	0.304177881226734	-0.339915192790853	0.569572298314581	-0.281379720785565	-0.176130659858605	-0.304836772664871	-0.286357990779803	-0.201114305713114	-0.318168685561435	-0.276076004776831	-0.328126339001157	-0.309888238391669
79	orphan-peak-10888	-0.180286726391649	0.445626414086471	-0.150725834541568	0.0620365377584062	-0.107337323135139	-0.126797243528282	-0.178190747659517	-0.215234051953996	-0.153888926144931	-0.111483983653339	-0.0908654304033908	0.0364412637949922	0.0600540223562541
