gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11	cell_cluster_12	cell_cluster_13
68	TRINITY-DN10597-c0-g1-i6.mrna2	-0.00194170267038791	-0.00184623722442038	-0.0017918334634496	-0.0017861514711918	-0.00177917339781455	0.00968254854462342	-0.00177799106715997	-0.00175668625329176	-0.00170736166143482	0.014719102632432	-0.00167188724557985	-0.00166810864991337	-0.00166693945269269	-0.0016520151875889
69	TRINITY-DN1060-c0-g1-i1.mrna1	0.00547096056554212	-0.0123917994655155	0.0146880982490525	-0.011989931058315	0.00322878290883576	0.0356370170598868	-0.0119353449101062	0.00306458896775215	-0.0114628209691085	-0.0114147258778488	-0.0112254408187643	-0.0112001540581303	-0.0111923295906706	-0.0110924506890071
70	TRINITY-DN10614-c1-g3-i1.mrna2	-0.00285876170783303	0.0130295127068347	-0.00263817451774933	-0.00262981118136713	0.00629981476935648	-0.00261823469169039	-0.00261779983827737	-0.00258644101571906	-0.00251383869206472	-0.00250325866272203	-0.00246162212732877	-0.0024560601879065	-0.00245433917567025	-0.00243237118770683
71	TRINITY-DN10644-c1-g4-i1.mrna2	-0.0470081366626544	-0.0275029500650959	-0.0458700698753175	-0.0457268059212468	-0.0455508442936675	-0.0455284785431184	-0.0209059897129334	-0.0449836600382712	-0.0437388150531864	0.634323034232336	-0.0428428800815702	-0.0427474171037599	0.00669249477722743	-0.033064333840909
72	TRINITY-DN10649-c0-g1-i3.mrna1	8.17408329606794e-05	-0.00230018828349136	0.0086852115051843	-0.00222534009298224	-0.00221664753076835	-0.00221554272753329	-0.00221517470447958	-0.0021886353012237	-0.0021271912954233	-0.00211823736018774	0.0197893710738736	-0.00207829316226892	0.0030471200217196	-0.0020582451725157
73	TRINITY-DN10663-c0-g1-i1.mrna1	-8.59184164711578e-06	0.0118061223904387	-0.00312482937559554	-0.00311492494849313	0.00650801897801289	-0.00310121527105459	-0.00310070028725823	-0.00306356290305515	-0.00297758141301205	-0.00296505162781186	-0.00291574187942091	-0.00290915490820296	-0.0029071167228725	-0.00288110011612719
74	TRINITY-DN10663-c0-g1-i13.mrna1	-0.0179360186755532	0.103321267172998	-0.0165757241071704	-0.0271023618658653	-0.0137842347853849	0.044741551599575	-0.0234045883145506	-0.0218436699620627	-0.0259168077917446	-0.0165266105927454	-0.0253827254606564	-0.0253258262258754	-0.0253082196765596	-0.0250834625429862
75	TRINITY-DN10685-c0-g1-i1.mrna1	-0.00476680520620026	-0.00453265922915855	0.00614308992600124	-0.00438527669567499	-0.00436815981175406	0.00685548786368595	-0.00436525959866687	-0.00431299909146934	-0.00419200202996012	0.046041700844061	-0.00410497681136833	-0.00409570704309171	-0.00409283872499919	-0.00405622566619344
76	TRINITY-DN10685-c0-g2-i1.mrna1	0.0028740436342021	-0.00824694808915941	-0.0080044545622258	-0.00797912643192325	-0.00400874889328781	-0.00794406686527756	-0.00794274989429668	0.0426027056149869	-0.00762787628756438	-0.00759582931200028	-0.0074697073527421	-0.00745285902531163	-0.00744764567723573	0.0941854371124968
77	TRINITY-DN1069-c1-g1-i1.mrna1	0.0117326610521927	-0.0147332311825346	0.0186693447638919	0.0154680962621885	0.0101342708882659	-0.00912228894841141	-0.0141909528885126	0.00397324796644603	-0.0136295498120291	-0.0135724063610865	-0.00235677166785122	-0.0133174617514879	-0.0133081649354615	-0.0131894907508261
78	TRINITY-DN10711-c0-g2-i1.mrna1	0.00248144943679399	0.00759553720956294	-0.0012185171869025	-0.00283590546601764	-0.00282483026414319	0.00417415236219246	-0.00282295373294077	-0.00278913973110067	-0.00271085292595838	-0.00269944449543664	-0.00265454781520054	-0.00264855036768944	-0.00264669459728109	-0.00262300646343543
79	TRINITY-DN10742-c0-g1-i1.mrna1	-0.0230770366195074	0.025202507272728	-0.01214750154985	-0.00304036936294175	-0.0240198033264784	-0.0240079215155752	-0.0240039635238117	0.0895610170054893	0.0837155724541691	-0.0229610846050189	-0.0225818242989669	-0.0184241128090069	-0.0225154759770847	-0.0223153292438141
80	TRINITY-DN10745-c0-g1-i1.mrna2	-0.0136242030284894	-0.0146930236197845	-0.0218186095111578	-0.0217498980265816	-0.0031671407903074	-0.0216547831797405	-0.0216512102263275	0.195539341699261	-0.0207967950573236	-0.0207098170962193	-0.0203674802123697	-0.0203217443712131	-0.0203075922254698	-0.0201269354009932
81	TRINITY-DN10778-c0-g1-i1.mrna1	0.0187285680221564	9.12082587817952e-05	-0.0027880886096964	-0.013449361751669	-0.0133970292127965	-0.0133903777626919	-0.0133881620801395	-0.0132283741391335	-0.0128583765744965	-0.0128044520275993	-0.012592222201931	0.177421234132652	-0.0125550969483161	-0.0124431092484349
82	TRINITY-DN10789-c0-g3-i1.mrna1	0.0397179106403702	-0.00539128850861273	0.004509109143762	-0.0183407248307298	-0.0117788519060161	-0.000787007579380782	-0.00498731457014708	-0.0180398679838708	0.0100288830403969	0.000599400623996375	-0.0171737053138185	-0.0171350986770187	-0.0171231525759054	-0.0169706582462574
83	TRINITY-DN10791-c0-g1-i1.mrna1	-0.00286713810728111	-0.00272621582132308	-0.00264590517169071	-0.00263751735058358	-0.00262721621837436	-0.0026259069690346	-0.00262547084251873	-0.00259402021100733	-0.00252120532247783	-0.00251059431606007	0.0275608593383604	0.0559327907650853	-0.00246153159557079	-0.00243949928502038
