gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11
1	orphan-peak-10025	-0.308648688919379	0.390035581176501	1.06030910801884	-1.84121819624558	-0.111202120019003	-0.0402672583847039	0.0207984050789634	-1.10154667936327	-0.0819578096093743	-0.0567885116065865	0.116927491796186	-0.265538583377205
2	orphan-peak-10250	0.270760427570701	-0.101102248115669	-0.103409767530246	-0.0750268738080117	0.0420462395655704	-0.0684587182960107	-0.162875203875305	-0.0996372724190942	-0.1585159901508	0.134952934138339	-0.0487361215620513	0.129241558869268
3	orphan-peak-11821	0.482915219286198	-0.013486239546701	-0.719610502823669	-0.454436719691164	-0.0675437230019121	-0.67773627915143	0.631526793772604	0.96459662520081	-0.502239981337496	-0.637941851226797	-0.367810466730331	-0.751218530119669
4	orphan-peak-12721	-0.169220149164573	-0.34883984694466	-0.0790592442200358	-0.418276017768747	0.0643847921119666	1.45485024858891	-0.361379659770936	-0.391683877388607	-0.0186478433968409	0.892867673224915	0.407744792601546	0.268686865345603
5	orphan-peak-12733	0.408428923385404	-0.871878744728086	-0.533059597012238	-0.851560436969518	2.10635476927	-0.685699540277455	-0.789954395487641	-0.0459660593750192	-0.581815582336473	-0.56867997441739	-0.306180540278878	-0.807927545380523
6	orphan-peak-1303	-2.15994878554135	2.14035129902957	-1.14982978844379	1.01824511612312	-1.72908067881993	-1.52283786495209	-1.64637462820395	-1.91551218031542	-1.2182450815919	-1.29017122115144	-0.757961565058464	-1.67652178996601
7	orphan-peak-13262	-0.701972185369678	0.343548252453553	-0.366879036046912	0.778779893191281	-0.698488322883082	-0.0854415661561628	0.408483725649315	0.0892941350239472	-0.0455691929352708	-0.273794368255582	0.616938014667779	-0.625660167750248
8	orphan-peak-14264	0.0818577032697346	-0.00455961874809807	0.118101410693999	-0.15836839381476	0.140549248646988	-0.133707882802724	-0.144683128988117	-0.114931443114942	-0.121615466893635	-0.0169675161330432	0.079116230864743	0.20908759970443
9	orphan-peak-14663	1.35020633744683	-1.95309283980717	-1.2522961369605	-1.7247809128383	2.10028736358495	-1.57480064401623	-1.96747294030664	0.941813153567816	-1.49305247579067	-1.55864392164902	-1.09562180786512	-1.86212875484222
10	orphan-peak-14875	-0.419251222251659	0.426056672686689	1.01163954494591	-1.39385383848435	-0.184308695354899	-0.0617354431670016	0.0449075530049976	-0.997781177086903	-0.0230126853406238	0.0834496117848897	-0.303241019214566	-0.338267802484121
11	orphan-peak-15509	1.39457875158795	-1.27161580145394	-0.594604077136643	-1.17936847064804	1.1623500525613	-0.970954174953804	-0.99161095619528	0.373598002178749	-1.03660677086612	-0.733771701769503	-0.443965383553321	-1.51135943604895
12	orphan-peak-15788	-0.780546486236799	0.906081305864789	-0.175685877100448	0.286400405388323	-0.510363591798979	-0.732355805580554	0.590150536254556	-0.781068427592343	-0.630115070657965	-0.119811305007146	0.527112245345209	-0.429498035626327
13	orphan-peak-1618	-0.386625671950587	0.447115658252964	1.04735916240957	-1.95891171613291	-0.145173389608916	0.134151021868257	-0.0398648616400896	-1.12989393514717	-0.0115858291357798	-0.0679498708336892	0.0926339078791267	0.245173205788449
14	orphan-peak-16852	-0.220296079720827	0.51330845118792	0.762532263711784	-1.65002068335961	-0.0561796657626834	-0.0338070587365324	-0.161999755656596	-0.766065430453331	-0.0254354901900813	-0.00192436591314493	0.187511278500854	0.194774585887437
15	orphan-peak-17026	-0.627999407295176	0.352728798712188	1.28467296615147	-1.57970920547144	-0.264923488527508	-0.0103339568750744	0.182472738756183	-0.933374655154224	-0.100217871180732	-0.422290407495079	0.0553216523066205	-0.0151527239206173
16	orphan-peak-17218	-0.434742771422387	0.592015235967942	-0.320740179149507	0.212400738958187	-0.415311924428417	-0.0608171663612367	0.426305497226724	-0.382838182200476	-0.159466084800767	-0.448200697511364	0.523678313352605	-0.043986562795029
17	orphan-peak-18925	0.242576968997705	-0.250167390761658	0.400845832316924	-0.454830128559787	0.0184783224517513	-0.106322374221925	-0.351322129748546	-0.289607010168451	0.0139567753250951	0.850304064484136	-0.51717888329593	0.0031172882799948
18	orphan-peak-20049	-0.0223394174285187	-0.549393112404663	0.231106202926521	0.384936243590918	0.302552306037183	-0.651315276100842	-0.288063379675492	0.521228865817486	-0.277867447636613	0.424974353285742	-0.213362265256379	-0.234127237051737
19	orphan-peak-21235	0.710530524417613	-0.284925514811836	-0.049687084340908	-0.416521426544538	-0.105736850386183	-0.319905989797894	-0.362390147241683	-0.0224981959321757	-0.307271014597568	-0.157164036387408	0.142678763554959	0.229679616277899
20	orphan-peak-21316	0.233824072433382	-1.01701452726033e-05	-0.280125773788175	-0.218748472170488	0.664401903895065	-0.165711817232252	-0.413355761762635	-0.0791378343811848	-0.311758053381274	-0.194655248670345	-0.26264270850132	-0.183022496306334
21	orphan-peak-21324	0.0903955879351143	-0.0731448676951859	-0.089390181667269	-0.0639102965803467	-0.0907600564891553	-0.115393137184257	-0.0116178019763798	-0.215679096460988	-0.179945563965055	-0.172481539867216	2.44049590699183	-0.364263100542181
