gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10
17	NVE10701	-0.546700598347139	0.485145954673995	-0.496151242774008	-0.454724240771942	1.66565525517093	-0.443670108832351	-0.508806062137533	-0.505057510435731	-0.48227321956141	-0.381591298335294	-0.501405184468768
18	NVE10719	0.377485056501168	-0.120818215501302	-0.112113980602227	-0.305269289327967	-0.350442811074935	-0.0610507125186314	-0.367540484085833	0.000536680569411641	-0.0918211825107917	0.0613654187810015	-0.123718030439482
19	NVE10739	1.76591578909268	-1.32793163122558	-0.71949302954008	-0.674308760240659	-1.12221220533619	-0.937507558311209	-1.02785394857853	-0.431086796143828	-0.974705869327629	-1.49690195112179	0.207042856193
20	NVE10740	0.736309524955097	-0.389532020159612	-0.355682374408435	-0.216789338442087	-0.229712978981151	-0.362063515440791	-0.328444248762898	-0.341635910592778	-0.279847716772408	-0.0868550922424087	-0.426269644119511
21	NVE10770	-0.034248384224997	-0.00928504505819235	-0.0124107421011083	0.0789158468485035	-0.0310839667302954	-0.0303881007542504	0.353892630713144	-0.0289680372380828	-0.0281752524067432	-0.0279300058008026	-0.0279300058008026
22	NVE108	0.140368179260715	0.565324135561538	-0.535757755643538	-0.565948539245448	-0.0291463610925677	-0.716315990104827	-0.0324401554549556	-0.915534532955465	-0.579614052286131	0.292880464213946	-0.229963046876906
23	NVE10948	2.04213547435088	-2.08786745507866	-1.38171306963226	-0.149437307155179	-1.69969071962902	-0.17727768230685	-0.571731199123052	0.296521401345163	-3.18480451189902	1.27227244953357	-1.69811233748618
24	NVE11067	-0.00845017987861907	0.109359993319933	0.0100153708549101	-0.221016126361238	-0.0937374902033579	0.0520328986750658	0.260796521904279	-0.25808348670138	-0.265572412010206	-0.098565281662382	-0.0272570209458454
25	NVE11072	-0.0262028646388363	-0.595833804051802	0.955976978009479	-0.522926404099875	0.15428502734679	-0.785765094919996	-0.827550510771306	-0.581278375658933	-0.121450438194185	0.0230930665414788	-0.713412333776743
26	NVE11150	-0.0397768660826695	0.0838145866220547	-0.0240531304222382	-0.00288817747393652	-0.00344644354702647	0.00626525733834017	0.0868033938409337	-0.0597210516592267	-0.111372866720443	-0.110749244740857	-0.110472948277722
27	NVE11232	-0.0077129095777307	0.0626125241744992	0.00178763244466176	-0.0703034579895302	-0.0175452920155765	-0.0830350177771022	-0.0818442853331856	-0.0801279075526468	-0.0817279995415154	0.320411291730206	-0.0812640014920876
28	NVE11265	0.959455935158559	-0.517692304597953	-0.552434172252538	-0.297215701119692	-0.373446633122659	-0.627505882122671	-0.523133666948965	0.262454301193142	-0.786934233167271	0.232741053933924	-0.265561240563338
29	NVE11311	-0.399613194251199	-0.455915334162089	-0.260057418453389	2.02543234784296	-0.316275444328897	-0.366799862759048	-0.42160807779397	-0.453772877063367	0.171722951955663	-0.32219989232306	-0.140987641533441
30	NVE11329	0.274114433004848	-0.122010484438373	-0.182781072984957	-0.272180562089715	0.180443004441058	-0.00523128372246606	0.0907114080425161	-0.278902084920513	-0.0757504024280503	-0.195217992048492	-0.240846524316447
31	NVE11392	-0.0291118604450101	-0.0678221683103251	-0.0791337231409619	0.589724883211668	-0.0979796054895224	-0.0950307839844032	-0.10350193441677	-0.0986072834409788	-0.0987025655088938	-0.0985621567655603	-0.0978224352983689
32	NVE1143	-0.180429458187069	0.247454495841385	0.185839461980305	-0.438745880759455	0.228707092183455	-0.339597458765069	-0.419064445436977	0.346028263760776	-0.476157718738265	-0.260494512806206	-0.469333158726592
33	NVE11442	-0.0476812787312784	-0.00754013017341204	0.123762042862563	-0.000563540049518974	-0.0555671853737185	-0.0996903902287518	-0.0480657396177211	-0.0938608919373676	0.186108958265394	-0.106159892970852	-0.0950824604689327
34	NVE11505	0.135640009871252	-0.0787683138292348	-0.031305888924335	-0.104623844661539	-0.00659921292426947	-0.055272620653856	-0.0231783196359177	0.0383382430222979	-0.0947455612407222	-0.0190383049714296	-0.0965604292122267
35	NVE11515	-0.0866374829343272	0.121799293853193	-0.00783380541721684	-0.0435781687784018	-0.0297274964900146	0.251822427004845	-0.0859124007500656	-0.0851848456010467	-0.0851836649365552	-0.0843674017718659	-0.0843876910436726
36	NVE11561	-0.095178986713084	0.00855691931495275	-0.115471245104026	0.564114144919176	-0.102912555332756	-0.0449867154163252	0.197624989800941	-0.126166469983027	-0.0919386009453078	-0.12489795820568	-0.124308512266983
37	NVE11657	-0.0753289925928386	-0.0756737094549701	-0.0384300570062309	0.290138689942279	0.0288539517380966	-0.0663567256839794	0.566623567955461	-0.0657221160004548	0.0292797201484769	-0.0646227471903085	-0.0651931199835549
