gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11
12	AM1-000017	0.0195055815755173	-0.0011008491835525	-0.00576866395075165	-0.0104629465988271	-0.0194514605100377	-0.0125350077811708	0.0285343803367874	0.00898054084914838	-0.0191769648973969	-0.0126251561327044	0.00640402471829411	-0.0195454063839374
13	AM1-000018	0.575805196497078	-0.089120114759568	0.0305794062953887	-0.342393702191125	-0.194128606954039	-0.245680212748146	-0.192697978603863	-0.102064582437353	-0.300519438247536	-0.327705684005054	-0.212503276788821	-0.171326836656703
14	AM1-000019	-0.325177437045149	-0.194671725694184	-0.278638088269521	-0.286061243341847	-0.252943563631529	0.601619052568319	0.677442515871717	-0.252163891436587	0.40253000830206	-0.2664446306478	-0.0836777987247586	1.5978796508345
15	AM1-000020	-0.00972279263284329	-0.0085060741792142	-0.0515463656086641	-0.0211297726046907	0.129644235807745	-0.00978754237721624	0.243108017421216	-0.0214002560016508	-0.168063220348769	-0.109902495582872	0.013908406047193	-0.0189059342168065
16	AM1-000021	0.00305197077930832	5.26400446109524e-05	-0.00202425634216534	-0.000868985254915708	0.00330600503019752	-0.00103767930989421	-0.00191143922285229	-0.0019044270553198	-0.00189928055982222	-0.00189329828265334	-0.00189000842697783	-0.00186022430559101
17	AM1-000023	0.00233984054530439	-0.00199855308503885	-0.00191606643476724	0.000665404066745326	0.00355361051035595	-0.00156144185901722	0.000514213454808389	-0.00196516078455565	-0.0014948640233569	0.000391815127366508	-0.000223212904465266	-0.0019195493107405
18	AM1-000024	-0.168650849475222	-0.145086299974695	-0.136338446868405	-0.14514679831175	-0.128757643394793	0.0427492412155746	1.2641330996882	-0.141436368169379	-0.133392085603342	-0.0494999784319057	0.113684727724168	-0.0758201131405373
19	AM1-000025	0.116811351941049	-0.029365849271191	-0.0939817509242581	-0.166117972183761	-0.0223350203940906	0.05932358404097	0.411471792396601	0.0435363937054188	-0.0589918529289977	-0.303916185033636	-0.110690684035791	-0.119586294552157
20	AM1-000026	0.114955643172795	-0.0594531571139196	0.14922006825072	-0.476448742916728	0.148091222602782	-0.0512428401763565	0.460470077776448	-0.0174371006273724	0.15019819606457	-0.699216348889903	0.0336655052390102	-0.319129167406219
21	AM1-000027	-0.00567782025898683	-0.00627985795561437	-0.0536797864324649	0.108854537157846	0.0216876217637858	0.0147277820981543	-0.0114337565536509	0.0116319177753634	-0.066178558372237	-0.0378706603556844	-0.0253846628790359	-0.0218236840488018
22	AM1-000028	0.00256563052267949	-0.00944458216283461	-0.00466027826011578	-0.00764360276201899	-0.00631015079140836	-0.00561713487664681	-0.002557948249084	0.00486994998521119	0.0707741378110037	0.00536492653654616	-0.00952002316507248	-0.00999880342476132
